-2.57334,3.80964,1.8,-0.189308,0.0381346,0.951548,-0.239298
-2.59622,3.79897,1.80686,-0.194102,0.0380357,0.947642,-0.250703
-2.65755,3.76892,1.82524,-0.207593,0.0372299,0.9361,-0.281489
-2.74634,3.72238,1.85185,-0.228436,0.0343972,0.916697,-0.326037
-2.85161,3.66227,1.8834,-0.255055,0.0280026,0.889358,-0.378424
-2.96237,3.5915,1.9166,-0.285523,0.0168817,0.854879,-0.432867
-3.06764,3.51299,1.94815,-0.317662,0.000708019,0.815256,-0.484199
-3.15643,3.42964,1.97476,0.34934,0.0197233,-0.773627,0.528275
-3.21776,3.34437,1.99314,0.378837,0.042447,-0.733909,0.562191
-3.24065,3.26009,2,0.405133,0.0645026,-0.700291,0.584208
-3.23549,3.17914,1.99872,0.427856,0.0841826,-0.674076,0.596216
-3.22098,3.10163,1.99456,0.447483,0.101715,-0.653618,0.601828
-3.19855,3.02711,1.98704,0.464779,0.116729,-0.638419,0.602309
-3.16964,2.95509,1.97568,0.480387,0.129119,-0.627851,0.598632
-3.13567,2.88513,1.96,0.494819,0.138972,-0.621225,0.591541
-3.09809,2.81677,1.93952,0.508466,0.146513,-0.617835,0.581615
-3.05832,2.74953,1.91376,0.521614,0.152075,-0.616986,0.569315
-3.01781,2.68296,1.88224,0.534464,0.156067,-0.618016,0.555021
-2.97798,2.61661,1.84448,0.547144,0.158959,-0.620303,0.539063
-2.94028,2.55,1.8,0.559727,0.161274,-0.623286,0.521739
-2.90589,2.48275,1.74864,0.572587,0.16214,-0.627711,0.501831
-2.87507,2.41474,1.69152,-0.585949,-0.16035,0.634317,-0.478115
-2.84783,2.34593,1.63008,-0.599588,-0.155976,0.642564,-0.450863
-2.82418,2.27628,1.56576,-0.613263,-0.14912,0.651901,-0.420354
-2.80414,2.20575,1.5,-0.626721,-0.139921,0.661786,-0.386886
-2.78771,2.13429,1.43424,-0.639712,-0.128557,0.671704,-0.350791
-2.77491,2.06187,1.36992,-0.651994,-0.11525,0.68118,-0.312434
-2.76576,1.98844,1.30848,-0.663349,-0.10026,0.689793,-0.272218
-2.76025,1.91396,1.25136,-0.673587,-0.0838881,0.697191,-0.230583
-2.75842,1.83838,1.2,-0.682559,-0.0664698,0.703101,-0.188003
-2.76255,1.76168,1.15552,-0.690164,-0.0483866,0.70733,-0.144971
-2.77439,1.68385,1.11776,-0.696367,-0.0301188,0.709764,-0.101989
-2.79314,1.60491,1.08624,-0.701178,-0.0121795,0.71039,-0.0595602
-2.81796,1.52486,1.06048,-0.704656,0.00491245,0.7093,-0.0181799
-2.84804,1.44372,1.04,0.706896,-0.0206408,-0.706684,-0.0216714
-2.88256,1.3615,1.02432,0.708028,-0.0344977,-0.702824,-0.0595374
-2.92069,1.2782,1.01296,0.7082,-0.0459897,-0.698079,-0.0949902
-2.96164,1.19384,1.00544,0.707566,-0.0546413,-0.692875,-0.127631
-3.00456,1.10843,1.00128,0.706267,-0.0599982,-0.687684,-0.15709
-3.04864,1.02198,1,0.704416,-0.0616284,-0.683013,-0.183013
-3.09305,0.934485,1,0.702323,-0.0560368,-0.680275,-0.20206
-3.13685,0.845863,1,0.69992,-0.0415515,-0.680587,-0.21257
-3.17907,0.756026,1,0.696599,-0.0205113,-0.683671,-0.216618
-3.21877,0.664882,1,0.691786,0.00471988,-0.688963,-0.216196
-3.25499,0.572338,1,-0.685123,-0.0317741,0.695775,0.213293
-3.28676,0.478302,1,-0.676573,-0.0583228,0.703398,0.209949
-3.31315,0.382682,1,-0.666434,-0.0821354,0.711149,0.208296
-3.33317,0.285385,1,-0.655296,-0.101131,0.718345,0.210571
-3.34589,0.18632,1,-0.643917,-0.113408,0.724225,0.219108
-3.35034,0.0853929,1,-0.633046,-0.117248,0.727781,0.236305
-3.34139,-0.017462,1.00445,-0.622811,-0.113261,0.728446,0.262003
-3.3171,-0.122212,1.0176,-0.612685,-0.104189,0.726413,0.293404
-3.28129,-0.228798,1.03915,-0.602271,-0.0915816,0.721599,0.328905
-3.23781,-0.337162,1.0688,-0.591196,-0.0769236,0.71413,0.366864
-3.19049,-0.447246,1.10625,-0.579185,-0.0616283,0.704416,0.405642
-3.14318,-0.558991,1.1512,-0.566085,-0.0470232,0.693189,0.443651
-3.0997,-0.672338,1.20335,-0.551873,-0.0343268,0.681501,0.47939
-3.06389,-0.78723,1.2624,-0.536621,-0.0246282,0.670696,0.511467
-3.0396,-0.903607,1.32805,-0.520453,-0.0188661,0.662344,0.538585
-3.03064,-1.02141,1.4,-0.503469,-0.017816,0.658158,0.559491
-3.04527,-1.14052,1.47755,-0.485709,-0.0212806,0.658935,0.573967
-3.08498,-1.26057,1.5584,-0.46715,-0.0280654,0.664164,0.582983
-3.1435,-1.38113,1.63985,-0.447705,-0.0373438,0.6735,0.586995
-3.21456,-1.50177,1.7192,-0.427279,-0.0483278,0.686464,0.586399
-3.29188,-1.62205,1.79375,-0.4058,-0.0602732,0.702478,0.581566
-3.36921,-1.74154,1.8608,-0.383237,-0.0724885,0.720895,0.572875
-3.44027,-1.85983,1.91765,-0.359617,-0.0843432,0.741034,0.560741
-3.49878,-1.97647,1.9616,-0.33503,-0.095279,0.762205,0.545638
-3.53849,-2.09103,1.98995,-0.309623,-0.104821,0.783736,0.528113
-3.55312,-2.20308,2,-0.283595,-0.112585,0.804998,0.5088
-3.55111,-2.31229,2,-0.257159,-0.118327,0.825497,0.488285
-3.54439,-2.41867,2,-0.230472,-0.122035,0.845091,0.466702
-3.53197,-2.52232,2,-0.203665,-0.123748,0.86372,0.444066
-3.51283,-2.62336,2,-0.176865,-0.123512,0.881324,0.420394
-3.48598,-2.72187,2,-0.150192,-0.121376,0.897847,0.395704
-3.45041,-2.81798,2,-0.12376,-0.117395,0.91323,0.370019
-3.4051,-2.91179,2,-0.0976791,-0.111624,0.927417,0.343361
-3.34907,-3.00339,2,-0.0720526,-0.104124,0.940353,0.315759
-3.28129,-3.09291,2,-0.0469802,-0.0949569,0.951982,0.28724
-3.20076,-3.18044,2,-0.0225575,-0.0841861,0.96225,0.257834
-3.10694,-3.26584,1.9832,0.00112598,-0.0718776,0.971109,0.227552
-3.00109,-3.34801,1.9376,0.0239884,-0.0580944,0.978526,0.196305
-2.88492,-3.42558,1.8704,0.0459442,-0.0428889,0.984459,0.163983
-2.76017,-3.49721,1.7888,0.0669,-0.0263034,0.988842,0.130476
-2.62854,-3.56153,1.7,0.0867518,-0.00837165,0.99159,0.0956778
-2.49177,-3.6172,1.6112,0.105383,0.0108788,0.992591,0.0594925
-2.35156,-3.66286,1.5296,0.122663,0.0314239,0.99171,0.021834
-2.20965,-3.69715,1.4624,0.138446,0.0532408,0.988785,-0.0173681
-2.06774,-3.71871,1.4168,0.152569,0.0763043,0.983625,-0.0581648
-1.92756,-3.7262,1.4,0.164848,0.100582,0.976008,-0.100582
-1.79068,-3.72238,1.4,0.175096,0.126017,0.965697,-0.144537
-1.65799,-3.71091,1.4,0.183158,0.152475,0.952498,-0.18961
-1.53023,-3.69175,1.4,0.188924,0.179777,0.936284,-0.235286
-1.40816,-3.66489,1.4,0.192321,0.207717,0.916994,-0.28105
-1.2925,-3.63031,1.4,0.193318,0.23607,0.894633,-0.32639
-1.18402,-3.58797,1.4,0.191932,0.264602,0.86928,-0.370812
-1.08344,-3.53785,1.4,0.188223,0.29307,0.841079,-0.413845
-0.991522,-3.47994,1.4,0.182304,0.321241,0.810243,-0.455055
-0.908996,-3.41421,1.4,0.174329,0.348889,0.777044,-0.494053
-0.836609,-3.34063,1.4,-0.1645,-0.375809,-0.741807,0.530498
-0.774841,-3.25935,1.4,-0.15308,-0.401815,-0.704932,0.564076
-0.723121,-3.1712,1.4,-0.140462,-0.426721,-0.666983,0.594402
-0.680612,-3.07717,1.4,-0.127118,-0.450384,-0.628609,0.621164
-0.646481,-2.97826,1.4,-0.113572,-0.472716,-0.590498,0.644168
-0.619892,-2.87547,1.4,-0.100391,-0.49368,-0.553352,0.663327
-0.60001,-2.7698,1.4,-0.0881725,-0.513286,-0.517873,0.678653
-0.585999,-2.66223,1.4,-0.0775422,-0.531582,-0.484738,0.690245
-0.577026,-2.55378,1.4,-0.0691396,-0.548631,-0.45459,0.698263
-0.572254,-2.44543,1.4,-0.063616,-0.564501,-0.428024,0.702914
-0.570849,-2.33819,1.4,-0.0616284,-0.579228,-0.40558,0.704416
-0.571613,-2.23276,1.3888,-0.0616281,-0.593029,-0.385118,0.704416
-0.573686,-2.12875,1.3584,-0.0616276,-0.606109,-0.364188,0.704416
-0.576742,-2.02546,1.3136,-0.0616271,-0.618449,-0.342813,0.704416
